`201120120SB89`	`SFLOOR`	2011-02-14 14:42:00	1021	133784	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`21`	`Senate 3rd Reading`	`<BR>F# 21</BR><BR>Senate 3rd Reading</BR><BR>SB89    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB90`	`SFLOOR`	2011-02-14 14:43:00	1022	133785	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`22`	`Senate 3rd Reading`	`<BR>F# 22</BR><BR>Senate 3rd Reading</BR><BR>SB90    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB91`	`SFLOOR`	2011-02-14 14:43:00	1023	133786	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`23`	`Senate 3rd Reading`	`<BR>F# 23</BR><BR>Senate 3rd Reading</BR><BR>SB91    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB92`	`SFLOOR`	2011-02-14 14:43:00	1024	133787	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`24`	`Senate 3rd Reading`	`<BR>F# 24</BR><BR>Senate 3rd Reading</BR><BR>SB92    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB93`	`SFLOOR`	2011-02-14 14:43:00	1025	133788	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`25`	`Senate 3rd Reading`	`<BR>F# 25</BR><BR>Senate 3rd Reading</BR><BR>SB93    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB94`	`SFLOOR`	2011-02-14 14:43:00	1026	133789	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:06	`26`	`Senate 3rd Reading`	`<BR>F# 26</BR><BR>Senate 3rd Reading</BR><BR>SB94    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB95`	`SFLOOR`	2011-02-14 14:43:00	1027	133790	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:07	`27`	`Senate 3rd Reading`	`<BR>F# 27</BR><BR>Senate 3rd Reading</BR><BR>SB95    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB96`	`SFLOOR`	2011-02-14 14:44:00	1028	133791	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:07	`28`	`Senate 3rd Reading`	`<BR>F# 28</BR><BR>Senate 3rd Reading</BR><BR>SB96    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB97`	`SFLOOR`	2011-02-14 14:44:00	1029	133792	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:07	`29`	`Senate 3rd Reading`	`<BR>F# 29</BR><BR>Senate 3rd Reading</BR><BR>SB97    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
`201120120SB98`	`SFLOOR`	2011-02-14 14:44:00	1030	133793	22	2	14	`(PASS)`	`LEG_ESI`	2011-02-14 14:46:07	`30`	`Senate 3rd Reading`	`<BR>F# 30</BR><BR>Senate 3rd Reading</BR><BR>SB98    Committee on</BR><BR>B. & F.R. (Leno)</BR><BR/><BR/>`	2011-02-14 00:00:00
